0,1,2,3,4,5,6,7,8,9,y
2.6024995,1.1439273,-0.52503777,-1.0705122,1.1229181,-0.038142893,-0.18180345,4.096976,2.2067642,0.6237335,2
2.8438845,0.30455583,-0.80445683,-0.41430253,1.1453676,-0.7598317,-1.349118,0.13799976,1.2060956,3.9289396,1
1.3163913,-0.5000262,-0.79603225,0.0035532895,2.0767617,-1.1619018,0.70320714,0.8564311,2.3410754,-1.2474548,0
2.2105346,0.35754898,-0.07700439,0.15457948,0.51388896,-1.5015281,-3.3241773,-0.27742022,2.557952,2.388214,2
0.4326285,-0.37712175,-0.5972511,-0.3371716,3.058349,-1.2401029,1.1351463,0.5752155,1.9085447,-1.2352086,0
1.1304446,-0.75180745,-0.61792034,-0.20543288,2.0784414,-1.4463229,0.4856921,0.5785876,1.8207287,-1.4928675,0
3.3207555,1.0719736,-1.5802547,-0.96309924,0.002544858,1.141843,-1.1533641,2.3420417,1.1776155,0.41444477,1
2.2421143,0.9464035,-0.010543242,-0.61965,1.0130498,-0.023275558,-1.6470171,1.1359166,2.5846963,0.11530496,2
2.6653624,1.3269937,-1.8930885,-2.6361167,-0.8930312,0.5531262,0.7952148,2.0847187,0.14233989,-0.4157889,1
2.2688453,0.4270204,-1.9332392,-0.6093349,1.9123001,-0.7884159,0.97847104,1.0769335,1.975902,-1.0934582,0
1.278613,-0.26644495,-0.76966095,-1.4534951,3.4156082,-1.1254714,1.4985408,0.38231984,2.4682832,-1.225335,0
3.695275,0.7687435,-1.2752253,-0.9808631,1.0001829,0.9125234,-1.0560424,2.0809193,1.5839916,0.49536806,1
0.65605277,-0.074222356,-0.31013322,0.018169645,3.347288,-0.7111806,1.0282663,0.33716694,1.6924514,-1.0994669,0
2.5160499,-0.65775853,0.11140947,0.65347886,-0.040105484,-1.9190264,-3.433362,1.5671247,2.217999,2.176266,2
1.0276502,-0.7387105,-0.76163274,-1.0253804,2.2793682,-0.9565001,1.189119,0.46667606,1.4100388,-1.3066068,0
2.2376592,1.1043565,-1.8241465,-2.4730692,-1.4655973,0.4375862,0.95820385,1.686874,-0.115471296,-0.6370729,1
2.600442,0.48080173,-0.118538484,-0.21462075,0.7509953,-0.47986305,-2.252184,0.093800135,2.529508,1.8907535,2
3.2288127,1.0827402,-1.1219407,-0.8657968,0.96010065,1.4929094,-0.87034744,1.0519909,1.3958106,0.9159732,1
1.7519549,-0.7359629,-0.97505826,-0.9832791,2.4112551,-1.1822864,0.78883994,1.0224369,2.0979083,-1.2495122,0
-0.059484173,-0.33369768,-0.54268813,-0.016705107,2.9169207,-0.63762265,1.00834,0.8728739,2.2197337,-0.70008194,0
2.9352777,0.8093503,-1.9258232,-1.513167,-0.66254586,0.6961369,-1.3454412,1.9749805,1.5488656,0.32840815,1
1.5274137,0.6227435,-0.41023487,0.04157025,1.7270483,-0.10662834,-1.7759728,-0.34557143,1.687524,1.8630043,2
2.9584177,0.894753,-1.3453709,-0.8547616,-0.77737075,0.67514807,-1.7357243,1.5936484,1.2742848,0.046932414,1
2.374012,-0.6729871,-0.5973336,-0.83623797,-0.51129764,-3.0376637,-2.075762,1.8395118,1.9673222,2.145806,2
1.4770725,-0.5180711,-1.3543583,-0.6548628,2.2726505,-0.7789336,0.9887823,1.4015013,2.1035738,-1.6197145,0
1.9885526,1.16782,-0.29337585,-1.0840515,0.46239582,0.21314046,-0.027298681,3.7375362,2.077416,0.23542435,2
2.3935866,1.3595313,-1.0288123,-0.44993135,0.7621411,-0.19437864,-2.012798,0.6953638,2.7740026,1.192739,2
3.099277,1.3507997,-1.4703861,-0.64074516,-0.43969604,1.2973298,-1.4033844,1.4005715,1.189483,0.59068,1
0.8183984,-1.2881353,-1.2199918,-0.7948503,1.3597677,-1.6450247,0.4873065,1.3286586,1.8697833,-1.33376,0
1.9721967,-0.10602473,-0.62594855,0.37592465,0.748895,0.1841068,-1.6862875,0.56787044,3.095571,0.64694905,2
1.9494743,-1.8052461,-1.9790027,-1.2632097,-0.37725803,-3.258988,-1.6454669,2.203284,1.0185792,2.1749625,2
1.873274,-0.831804,-0.79281074,-1.0711765,0.44211456,-0.7742878,-2.46057,3.1426244,2.1463814,0.37575904,2
3.844625,0.9439479,-1.1440653,-1.6673692,1.228659,0.86471766,-0.98203605,2.3910172,1.7398897,-0.10382113,1
2.3001595,0.1502016,0.2858699,-0.69803816,-0.035593413,-1.2261046,-1.6728319,1.6609671,3.0027328,0.651159,2
0.8110411,-0.1737651,-0.06251891,-1.145991,2.3272493,-1.0845984,1.3474916,-0.3211377,2.6485033,-0.8710272,0
3.6218052,0.9850276,-1.6190649,-1.0732831,1.24861,1.1697953,-0.47931314,1.2069417,1.7249067,1.1296804,1
1.2820472,-0.91214645,0.06638882,0.022501338,2.1129844,-2.162646,0.015165426,0.42839268,3.1810532,-1.0382254,0
0.7132499,-0.4957643,0.38199532,0.26157942,3.1178365,-2.5309281,0.4026549,0.4745799,3.3973548,-0.94501084,0
2.272403,1.0049633,-2.3859625,-1.953049,-1.5875537,0.43836176,0.30752483,1.9175359,0.19309254,0.31185687,1
1.1248361,-0.86279094,0.2302249,-0.24358918,3.014335,-1.7726096,0.7841922,1.0718895,3.151134,-1.0495936,0
1.009068,0.06730718,-0.34193093,0.14103453,2.9296834,-1.285941,0.82919574,0.5307584,2.5655487,-1.1112132,0
2.3897638,-0.15670875,0.5640918,0.7808049,1.990326,-0.44450453,-2.7604213,0.5527389,1.5770032,0.88772494,2
3.0153022,0.9354694,-1.6378878,-1.243598,-0.47960648,1.13214,-1.4957207,1.9793863,1.2126745,0.14433978,1
2.8614097,0.3276201,-2.256559,-1.0705248,-1.0271192,1.1050252,0.5199729,1.8834575,1.311609,1.3681052,1
2.1957517,-0.1917387,-1.3706657,-0.7563883,2.4110572,-1.8594071,0.75049376,1.5663145,2.803081,-1.268458,0
1.7280564,-0.8483281,-0.6681078,0.9728961,-0.60209036,-0.37623847,-1.6658517,1.9537919,2.034976,2.7528088,2
1.1872295,-0.27427253,-0.7295398,-0.47257948,2.5360382,-1.3534504,1.0072343,1.3197659,2.6315231,-1.3448567,0
2.4469938,0.9023293,-1.7891797,-1.3347541,0.037720017,-1.3444872,-1.1954517,-0.19625323,0.11344146,2.9354563,1
0.5952037,-0.09978135,-0.47927475,-0.32078886,3.471742,-2.380559,1.0291156,1.3415631,2.6930118,-1.0485256,0
2.6648526,1.3939234,-1.4478483,-0.54516375,-0.15682454,1.5805159,-1.4217364,1.0215802,0.7682325,0.69570917,1
0.3564594,0.18112016,-1.0365144,-1.6921124,3.1999228,-0.35511547,2.0406551,0.2908572,1.989804,-2.06484,0
2.2388678,-0.0419887,0.6813204,-1.3457797,-0.74820447,-2.0684495,-2.7606845,0.17629862,2.6630542,0.49647734,2
2.4594815,1.2814357,-2.3368127,-1.4810269,-0.9891002,-1.4428836,-1.864139,0.17703281,-0.15369692,1.76655,1
1.0256058,1.2264472,-2.855349,-2.6626024,-0.92560494,-0.17140144,1.2935692,1.0510784,-0.19998641,-1.5014678,1
0.7362852,-0.8939641,0.18062186,-0.5649439,2.8245585,-1.6695837,0.87625027,0.8891565,2.497528,-1.4757948,0
2.0191844,0.58437574,-1.2706293,-0.32187808,2.2769306,-1.8490666,0.4542135,0.2923554,2.0689063,-1.3930197,0
2.4894052,0.73005956,-1.610255,-1.8475157,0.09379236,1.1650202,-1.0001422,2.4761393,1.7360748,-0.8860437,1
2.6748118,-0.79788005,-1.7079436,-0.8860715,-0.87780714,-2.7229905,-1.8321649,2.3925683,1.207184,2.4201963,2
3.247623,0.7642411,-1.5387034,-0.8340121,1.5706933,0.79618067,-0.26855943,1.9761134,1.8637356,2.002228,1
1.0940567,-0.657806,0.048721418,0.3465914,3.299451,-2.3572884,0.33432317,0.3375258,2.864722,-1.1973491,0
0.60140324,-0.5795708,-0.1861392,-0.77343005,2.6847603,-1.0106006,1.0259181,0.49490163,1.8463485,-1.2491827,0
0.74511045,-1.2806172,0.21073353,-1.5510626,1.8479735,-1.3067734,0.8207442,0.76554716,2.2797933,-0.1918323,0
1.2734612,-1.0941741,-0.16125259,-1.2252294,3.0816422,-2.1008697,0.92004704,0.7003306,2.3984883,-1.2824281,0
2.573893,0.70752907,-3.4208522,-2.2151325,-0.91059846,0.00014832243,0.5287223,1.7863022,1.4216698,-0.123479754,1
1.088565,-0.12221113,-0.5769276,-0.4440491,2.8579364,-0.9174532,1.0890476,0.26791188,2.3485773,-1.3536122,0
1.5328473,-0.85522825,0.31900483,-0.5699602,2.9135659,-1.4716011,0.88793033,0.9566587,3.459525,-0.68262744,0
2.5300355,-0.44643745,-0.6114877,0.40771985,-0.008095644,-1.337225,-2.9596148,2.2298696,1.5660027,1.5954304,2
3.167005,1.1302001,-1.3121363,-0.83586526,0.70745,1.6003271,-1.074143,1.4379426,1.1705321,0.2748349,1
0.5387024,-0.45664918,-0.07898316,-0.036508273,2.708866,-1.2910419,0.91936207,0.73507595,2.7346404,-1.2299279,0
1.5074384,-2.1035209,-1.2172343,-1.2210293,-0.19013178,-3.0973248,-2.27468,2.1224396,2.1622682,2.4647913,2
2.8840308,1.4025342,-1.6454825,-1.1759626,0.37785402,-0.8158461,-1.788282,0.1584416,0.88583773,2.6089833,1
0.9379965,-0.8291609,-0.11047986,-0.2205661,2.0489926,-1.6152462,0.27153966,0.49440995,2.0000355,-1.3313501,0
3.1489317,1.0658789,-1.752395,-0.6376745,-0.42489633,1.2385329,-0.70141417,0.85811186,1.2395808,0.48964778,1
-0.16756333,-1.0022997,0.06430865,0.15892081,2.7957084,-2.0114627,-0.027798764,0.19569613,1.6467988,-0.24485068,0
0.9954158,-1.1249257,-0.55490565,-1.4549307,1.9629289,-0.826776,0.7554452,0.31834754,1.6486052,-0.13320576,0
1.725923,0.30966258,-0.90054244,-1.5948427,0.65067196,-0.68168133,-0.43442374,3.902847,1.492534,0.16633831,2
2.541298,-0.30013952,-0.591069,0.3731602,-0.086983584,-2.2878227,-3.0816686,1.2909254,2.348757,2.6725035,2
3.8959193,0.66161025,-1.1670175,-1.2134886,1.250268,0.7346391,-0.87313473,1.8730316,1.698275,-0.42340288,1
3.3013341,1.5256947,-1.471892,-0.7304716,-0.018961005,0.9647275,-1.1737508,1.1444418,1.243662,1.2574269,1
2.532241,0.14862594,-2.183718,-0.95417845,-1.8016841,0.7227726,0.5938254,1.4000431,1.0183121,1.2926679,1
2.7332025,0.027729208,-1.6510695,-1.3748105,1.2462769,-0.6766907,0.5770604,1.1110404,1.3372939,-0.9483361,0
1.7225877,-0.16404833,-2.2087283,-1.1572715,-1.0403384,-2.4211583,-1.9440973,1.6905807,1.9432932,0.4621347,2
1.1635209,-0.37140077,-1.0400306,-1.0999662,2.9195163,-1.3119581,1.3585587,1.0607458,2.0803635,-1.9669225,0
2.4918141,0.2945171,-0.2879777,-0.21552369,0.1306297,-1.4505869,-1.6785413,2.8249397,2.4755287,2.111976,2
2.6295414,1.5401504,-1.1949645,-0.43688214,0.006034114,1.5650378,-1.1630975,1.0428866,1.1214997,0.46008652,1
0.6030617,-0.7738309,0.23784262,-0.3762808,2.5537899,-1.2828128,0.8014052,0.6041117,2.700617,-1.1505461,0
3.3507748,1.2086852,-1.3594146,-0.77733433,0.519572,1.5236114,-1.1358784,1.3538467,1.2099622,0.88216686,1
1.3965992,-0.63210344,-0.7633665,-1.5377787,3.1716087,-1.5908738,1.409933,1.5751411,2.9097166,-1.0136373,0
1.6415926,-0.70966446,-0.5736041,-0.38624308,2.648947,-1.6495769,0.58419913,1.4189466,2.8611512,-1.1479926,0
1.9393178,0.36931917,0.087350056,0.05597574,0.23412345,-1.410052,-2.2555332,0.5259024,2.6365614,2.441038,2
1.239584,0.35771272,-1.102174,-1.4896656,1.0113968,0.11737886,-0.03592264,4.120808,1.1078621,0.04581423,2
1.1775066,-1.8786631,-1.4006503,-1.5436372,0.09180076,-2.8602862,-1.9484695,1.8984087,1.6934055,2.0189912,2
3.1076758,1.1302762,-2.2773025,-0.8678025,-0.61621106,1.3175422,-0.6421653,1.5599881,1.1709714,1.0151601,1
1.7064675,-0.2318955,-1.5877618,-0.5958865,2.579726,-1.205232,0.6346773,0.30932695,1.653957,-1.5721586,0
2.4823546,0.97136843,-0.28965884,-0.76998585,-0.26634055,-1.7073224,-2.0528033,1.1655375,2.179979,2.4119966,2
1.4930536,-0.51647127,-1.3328153,-0.467914,2.2956007,-1.6404082,0.75102234,0.3378757,2.0340004,-1.478338,0
2.1759596,0.25444308,0.30251026,0.63426185,0.85464776,-0.8075406,-2.0863843,0.615049,2.2570412,2.56129,2
1.9028053,-0.054493546,-0.34215677,0.41332406,-0.03272649,-1.5966501,-3.5457091,0.5260546,2.5468912,1.7466792,2
1.7648562,-1.5681024,-1.3122202,-1.2400947,0.055564262,-2.4395347,-2.018951,2.9049714,2.08433,1.9548504,2
1.2395858,-0.27511036,-0.54487526,-1.7343463,2.2850342,-1.0593232,0.29530326,0.3740492,1.066698,-1.5571263,0
2.623001,1.2522683,-1.2909671,-0.87300116,-1.1873184,0.8984289,-1.3898212,1.0331322,1.0173446,0.64260733,1
3.3360167,1.1156777,-1.4118956,-0.8113747,0.9764788,0.4564103,-0.6004372,0.8215053,1.7730488,1.0914612,1
3.6427922,1.4281998,-0.97230124,-0.9080724,1.0695468,0.9403026,-0.8326063,1.3708416,1.4718082,1.2162304,1
0.5848586,-0.62499166,-0.5762912,-0.6469024,3.011345,-1.1785897,1.3954633,1.0273538,2.3312402,-1.1047599,0
2.5361333,-1.1027507,-1.1320224,-0.22421105,-0.50694424,-3.0165672,-2.428768,1.9570379,2.064396,2.6612477,2
2.689456,0.55040854,-1.6674906,-0.8611572,-1.2207779,0.032626774,-1.5991429,1.9882267,1.1496831,0.6563245,1
2.4419842,0.29385212,-0.28817487,0.10862179,-0.074290834,-1.2649845,-2.1985235,1.3663021,2.2345152,2.7782276,2
0.8053557,-0.13749099,-1.079975,0.6857267,2.6953142,-1.6436566,0.48229364,0.681582,1.2270885,-0.82135487,0
2.2629695,0.53152156,-0.3418787,-0.11719695,0.97186875,-0.76324266,-2.39545,-0.7273866,2.7789245,2.071945,2
2.4972882,0.89555657,-0.1477637,-0.29567498,2.512905,-0.1712664,-1.8101999,-0.21903712,1.8094594,1.835773,2
2.7872124,0.7727722,-1.6788616,-1.1957376,0.24646571,-1.3830057,-1.1989338,-0.07393559,0.4527453,3.2928987,1
1.9085714,-0.34877995,-1.3337759,-0.8961972,2.3292162,-1.0286739,1.0177442,1.8022354,2.6200604,-1.3663423,0
2.8545337,0.6622666,-0.66900605,0.43058467,0.6117013,0.24932784,-1.7483691,0.57507855,2.7673178,1.7739404,2
3.1597,1.368675,-2.6632276,-1.667164,-0.37654358,0.76648265,0.5072098,1.1410279,0.79998094,0.8126296,1
-0.037926927,0.1110525,-1.0716938,1.2860942,2.364062,-1.4559287,-0.5477324,0.7344736,1.7234025,-0.2315313,0
1.7086531,-0.40543517,0.25207675,0.049437065,0.33755872,-0.95404875,-2.5442832,0.93340015,3.3394551,0.53287053,2
2.224425,0.2738137,-0.15527426,0.6151781,0.266884,-1.0444976,-1.4677671,2.142503,1.7875334,1.6703765,2
0.9735649,0.29331216,-0.59918875,0.18144365,2.7087595,-1.2629918,0.84050804,-0.3416446,2.6747446,-1.169429,0
1.130896,-0.74875224,-0.40822834,-0.47916788,2.6164603,-1.9117845,0.843684,1.1703755,2.9712102,-1.0778178,0
1.6077904,-1.0973631,-1.8875324,-1.305326,-1.5508821,-0.5275812,0.7353925,1.8563741,1.4291797,0.8698455,1
2.745198,1.139731,-0.9532474,-0.90220857,2.269976,1.9775542,-0.058666505,1.5652477,1.5235993,0.043279782,1
2.7419388,-0.65971255,-1.0136122,1.2800978,-0.3247174,-1.1748805,-2.1550333,1.6298028,2.4182928,3.461674,2
1.4719373,-1.5758681,-0.2098846,-1.0392932,1.8133781,-1.4481837,0.7396296,0.778382,2.08291,-0.53673446,0
2.5513182,1.0620599,-1.3585638,-0.9761174,0.24195723,-0.8874895,-1.5500611,0.1497427,0.18035893,2.9401917,1
2.585752,0.416068,-2.1863036,-2.2320309,1.1356359,1.7471485,-0.89692265,2.4262388,2.0502028,-0.5635704,1
0.684481,-0.45121092,-0.42739165,0.5097529,2.1326592,-1.3255594,0.3022271,0.6062423,2.3584044,-1.0780853,0
1.0113817,-1.4062245,0.109393895,-0.0016192463,0.73876643,-0.8635039,-4.0591116,2.1237147,2.1178374,1.0310935,2
2.8392143,1.1714942,-1.2981957,-0.7956908,1.611425,1.6879555,0.114522435,2.1821983,1.606018,0.11484563,1
0.884474,-0.5484756,-0.8606557,-0.30571842,2.0303128,-2.2812395,0.6107803,0.55547476,1.4552757,-1.470239,0
2.1108775,0.016160639,0.29734862,-0.16447051,-0.039715104,-1.4911358,-2.9915986,-0.65533173,2.6312718,1.612097,2
2.100302,-0.77156436,-0.349266,1.3470478,0.7326542,-0.24734594,-2.2904444,1.1532933,1.423834,2.0992162,2
0.950962,-0.623783,-0.18795238,0.010261867,2.5002687,-1.5664207,0.44207448,0.5374718,3.0545554,-0.66188043,0
2.2699313,0.20188335,-2.7031186,-1.7365441,-1.6213355,-0.076853186,1.1343366,1.2774876,0.8295949,0.41892016,1
1.01347,-0.51825684,-0.39754862,-0.82588875,2.6148822,-0.6410124,1.137412,0.18605556,2.3667133,-1.0528884,0
2.0912504,0.24828748,-0.15702291,0.045267243,0.22699751,-0.7803698,-2.4473794,0.15079457,2.4494715,2.1649907,2
2.4916396,1.196223,-3.375411,-2.6073003,-0.2516937,0.5149616,0.65909785,1.9587125,0.93929774,0.18395695,1
2.019777,-0.44804022,-0.13784733,-0.14123514,0.8929013,-0.2249884,-1.089667,3.2118826,2.110724,0.73744524,2
0.5058382,-0.74506223,-0.27818722,-0.49522352,3.3488467,-2.2756581,0.53274745,1.1239282,2.8926897,-0.83746016,0
0.66152346,-0.07263906,-1.2917799,-1.2992672,3.1978452,-0.26748163,1.733103,1.0871787,1.6015047,-1.2899706,0
2.9732053,0.5622469,-1.0482699,-0.812299,0.82949317,-1.1088204,-1.5974559,0.1283913,0.96574515,3.7629778,1
2.5103114,0.09279543,-0.25010282,0.22494099,0.25560084,-0.07306403,-2.4491475,1.3093885,1.882337,0.99240917,2
3.3140872,0.490052,-1.4046282,-0.15143208,0.49095193,1.9001166,-0.5824855,0.7632566,1.8611411,1.1097745,1
2.200611,0.43261045,-0.369058,0.34309164,0.7096448,-0.6152654,-2.3699524,0.38120335,2.4710853,2.3357244,2
2.1270514,-0.4548918,0.35734177,0.45359427,1.1591175,-0.9687709,-3.3228283,1.259952,0.9342975,0.2366439,2
2.0520034,-0.28840813,-2.4346983,-2.2876701,-1.9409574,-1.1655593,0.31437603,2.1603024,1.5424488,0.9970875,1
1.7445617,-1.1660812,-0.63788015,0.036955494,0.11014191,-1.3762172,-2.8622918,1.9720771,2.843332,1.5704461,2
2.6191633,1.1390371,-0.085145205,-0.023715463,0.65477794,-0.5213368,-1.8120004,3.0699363,2.1243887,0.7818794,2
2.569861,1.2155709,-2.6146035,-2.6004205,-1.1898849,0.51360655,0.53459704,1.9061116,0.2112001,-0.12195555,1
1.178131,0.94823277,-3.463325,-3.084458,-1.4402099,0.049417462,0.514861,1.8746477,0.37906593,-0.5972143,1
0.69357175,-1.2857103,0.428357,-0.012737926,2.7779553,-2.2184057,0.24724765,0.8077985,3.4239755,-1.1184626,0
2.4715202,0.52610874,-0.40192544,0.04026744,0.08873371,0.19877186,-1.8071886,1.0072551,2.0552182,1.0715711,2
0.79509574,0.05230844,-2.1945555,-2.3450007,-1.5226445,-1.0810524,1.0679457,1.7407514,0.8044413,-0.39227796,1
0.66129816,-0.6334421,-0.68808055,-0.30577913,2.4317358,-1.2775594,1.0549976,0.94190663,2.4108787,-1.0428517,0
1.9394995,-0.035975426,-0.035838738,0.48805425,0.0734492,-1.7907335,-2.8897772,0.60503304,2.7474327,2.2835352,2
2.5780005,1.1694852,0.22988531,0.045816857,2.4415,-0.8121765,-2.9989352,-0.28562954,0.8187471,0.06454727,2
1.8895038,0.434125,-0.05580248,0.30705413,2.611301,-0.2803356,-2.239069,0.35954696,1.5163866,-0.09928304,2
3.3379035,0.8707914,-1.3991517,-1.275907,1.3833399,1.6204422,-0.14359832,1.732723,1.9106537,0.33199728,1
0.90084803,-0.36191776,-2.382853,-1.9452171,-1.65624,-1.760052,1.1253184,2.0631497,1.2171896,0.26689562,1
2.055913,0.03398785,-0.092439935,-0.45744628,0.039851643,-1.4014705,-2.0272698,1.5910794,2.7872233,0.39120644,2
3.1359603,0.971439,-1.400107,-0.3389261,1.4462578,2.0676405,0.0729517,0.73446625,1.6365896,0.87745285,1
2.148344,0.094771236,0.04405527,0.35294187,1.3702728,-1.0067368,-3.6039994,0.7414928,1.5387975,0.5594795,2
1.5904793,-1.1123643,-0.53252316,-1.1440051,-0.27743423,-1.8138734,-1.4091583,2.8565784,2.115568,2.258684,2
3.1076264,1.2523042,-2.0392067,-1.0108253,0.66495234,-0.7012758,-0.8788886,0.15326925,0.35636446,2.9608998,1
2.8566415,-0.5896039,-1.2098693,0.14047448,-0.9907903,1.6327035,-0.652061,1.4682459,2.5896823,1.5968792,1
2.7154918,1.5839969,-1.2096682,-0.87289417,-1.0123633,1.1218332,-1.3180234,1.1075397,0.92112666,0.7798709,1
2.1441069,-0.101292975,-1.5557084,-1.7179517,2.310109,-1.0710508,0.59731346,0.91955227,1.8336493,-1.7358907,0
2.6691742,0.46761918,-2.1950588,-1.3485206,-1.4004674,1.02348,0.93389297,1.634586,1.1794785,1.100699,1
1.9392872,0.056488603,-0.6035643,-0.7639106,0.68409693,-0.22569713,-1.0087992,3.6719067,1.5162746,0.0071158726,2
2.9068036,0.04660882,-0.7291429,0.565196,0.59791315,0.85118717,-1.5166208,1.7681595,2.2589839,1.7545667,2
1.6368618,0.010123158,-0.8660645,-0.9340796,2.06324,-0.966561,0.814731,-0.38712555,2.0265741,-1.519841,0
0.8149385,0.29710692,-1.0151397,-1.0197378,2.736826,-1.1979436,1.0761179,0.45990616,1.0404176,-1.9485924,0
0.14620067,-1.7695,-0.6152092,-1.5782071,1.6020913,-1.9854473,0.29809454,0.98282564,1.7406267,-1.0461282,0
2.9335847,0.44451806,-2.642412,-1.4652716,-1.2054822,-0.09006354,0.052751563,1.3597944,1.7242297,0.5045399,1
1.8638875,0.09556106,0.13787691,0.12945925,0.108320005,-1.4851372,-3.1249952,-0.20571148,3.032613,1.7115324,2
0.7382526,-0.72194445,-0.2672547,-0.847975,2.3253906,-1.5763563,0.54209214,0.61142635,1.5257615,-1.4819565,0
0.5475492,-0.6047839,0.2523927,-0.3475262,2.2536523,-1.6291784,0.66424006,0.17455038,2.4444337,-1.1764323,0
2.470706,0.94847465,-0.06923905,-0.11132516,1.926007,0.44035888,-1.6144077,0.30322248,1.5983154,1.6579572,2
0.6605689,-0.9921525,-0.41192007,-1.4862081,2.1020277,-0.70192194,1.5610033,0.33313593,2.2866697,0.18567914,0
2.0751965,-0.46175614,-0.74145037,-0.30861253,-0.66024345,-2.1306977,-1.564444,1.1183227,2.749685,1.5614237,2
2.6882577,0.52594906,-2.4447064,-1.5152973,-1.3922936,-0.24584693,-0.0030483822,1.4103879,1.401235,1.1923532,1
2.3010325,-0.021463199,-0.0019607097,0.3865079,1.0059034,-0.32053596,-3.2393456,0.6648859,0.99296296,0.95557314,2
2.543672,1.6935219,-1.8405114,-0.5102159,1.120331,-0.17942807,-1.2694384,0.30311075,0.98251075,1.7547758,1
2.2819898,0.6580064,0.18884599,0.17087997,1.6479774,-0.63783807,-3.1592069,0.14935459,1.2646369,0.24047707,2
0.2360385,-0.87463725,-0.1257561,-0.1473565,2.5170832,-1.3944784,0.38143137,0.6182379,2.04846,-1.0486094,0
